,name,rating
295,Andrew Nicholson,71
296,Adreian Payne,71
297,Mirza Teletovic,71
298,Hollis Thompson,71
299,Derrick Williams,71
300,Steve Blake,71
301,Willie Green,71
302,Chris Copeland,71
303,DeJuan Blair,71
304,Jeff Adrien,71
305,Nick Johnson,71
306,PJ Hairston,71
307,Ryan Kelly,71
308,Jarnell Stokes,71
309,Will Barton,70
310,Anthony Bennett,70
311,Jordan Clarkson,70
312,James Ennis,70
313,Jeremy Evans,70
314,James Johnson,70
315,Kyle O'Quinn,70
316,Dennis Schroeder,70
317,Elliot Williams,70
318,Tyler Zeller,70
319,Will Bynum,70
320,Alexey Shved,70
321,Carlos Delfino,70
322,Chase Budinger,70
323,Cartier Martin,70
324,Drew Gooden,70
325,Phil Pressey,70
326,Cleanthony Early,70
327,Darrell Arthur,69
328,Tarik Black,69
329,Reggie Bullock,69
330,Robert Covington,69
331,Spencer Dinwiddie,69
332,Tim Frazier,69
333,Langston Galloway,69
334,Alonzo Gee,69
335,Archie Goodwin,69
336,JaMychal Green,69
337,Justin Hamilton,69
338,Joe Ingles,69
339,James Jones,69
340,Joffrey Lauvergne,69
341,Jon Leuer,69
342,KJ McDaniels,69
343,Donatas Motiejunas,69
344,Jusuf Nurkic,69
345,Zaza Pachulia,69
346,Ronnie Price,69
347,Damjan Rudez,69
348,Brandon Rush,69
349,Jeff Withey,69
350,Marquis Teague,69
351,John Lucas,69
352,Jamaal Franklin,69
353,Landry Fields,69
354,Travis Outlaw,69
355,Charlie Villanueva,69
356,Perry Jones,69
357,Chuck Hayes,69
358,Glen Rice Jr,69
359,Russ Smith,69
360,Pero Antic,69
361,Henry Sims,69
362,Alexis Ajinca,68
363,Lavoy Allen,68
364,Aron Baynes,68
365,Dante Cunningham,68
366,Matthew Dellavedova,68
367,Jerami Grant,68
368,Joe Harris,68
369,John Jenkins,68
370,Tyler Johnson,68
371,Alex Len,68
372,Meyers Leonard,68
373,E'Twaun Moore,68
374,Mike Muscala,68
375,Quincy Pondexter,68
376,Otto Porter,68
377,Andre Roberson,68
378,Ishmael Smith,68
379,Garrett Temple,68
380,James Young,68
381,Darius Miller,68
382,Arnett Moultrie,68
383,Carrick Felix,68
384,Quincy Miller,68
385,Joel Freeland,68
386,Christapher Johnson,68
387,Ronny Turiaf,68
388,Markel Brown,68
389,Robbie Hummel,68
390,Mitch McGary,68
391,Devyn Marble,68
392,Erick Green,68
393,Furkan Aldemir,68
394,Quincy Acy,67
395,Cole Aldrich,67
396,Kyle Anderson,67
397,Leandro Barbosa,67
398,Clint Capela,67
399,Ian Clark,67
400,Allen Crabbe,67
401,Festus Ezeli,67
402,James Michael McAdoo,67
403,Shabazz Muhammad,67
404,Lucas Nogueira,67
405,Dwight Powell,67
406,Glenn Robinson III,67
407,CJ Wilcox,67
408,Nemanja Nedovic,67
409,Ognjen Kuzmic,67
410,Jannero Pargo,67
411,Ricky Ledo,67
412,Austin Daye,67
413,Louis Amundson,67
414,Jarvis Varnado,67
415,Robert Sacre,67
416,Aaron Gray,67
417,Ryan Hollins,67
418,Gal Mekel,67
419,Gigi Datome,67
420,Johnny O'Bryant,67
421,Jeff Ayres,67
422,Miroslav Raduljica,67
423,Jeremy Tyler,67
424,Josh Powell,67
425,Luke Babbitt,66
426,Dwight Buycks,66
427,Dewayne Dedmon,66
428,Solomon Hill,66
429,Lance Thomas,66
430,Reggie Williams,66
431,Victor Claver,66
432,Sergey Karasev,66
433,Joel Anthony,66
434,Malcolm Thomas,66
435,Cory Jefferson,66
436,Seth Curry,65
437,Eric Moreland,65
438,Brendan Haywood,65
439,Donald Sloan,65
440,Brandon Davies,65
441,Shayne Whittington,65
442,Hasheem Thabeet,65
443,Bruno Caboclo,64
444,Justin Holiday,64
445,JaKarr Sampson,64
446,Shavlik Randolph,64
447,Hassan Whiteside,59
