,name,rating
97,Derrick White,79
98,Devonte Graham,79
99,Draymond Green,79
100,Eric Paschall,79
101,Larry Nance Jr,79
102,Mike Conley,79
103,Myles Turner,79
104,OG Anunoby,79
105,Ricky Rubio,79
106,Robert Covington,79
107,Rudy Gay,79
108,Rui Hachimura,79
109,Terry Rozier,79
110,Thomas Bryant,79
111,Wendell Carter,79
112,Bogdan Bogdanovic,79
113,Davis Bertans,79
114,Goran Dragic,79
115,Paul Millsap,79
116,Tristan Thompson,79
117,Will Barton,79
118,Cody Zeller,78
119,Duncan Robinson,78
120,Eric Gordon,78
121,Harrison Barnes,78
122,Ivica Zubac,78
123,JaVale McGee,78
124,JJ Redick,78
125,Joe Ingles,78
126,Luke Kennard,78
127,Nemanja Bjelica,78
128,Otto Porter,78
129,Patrick Beverley,78
130,Richaun Holmes,78
131,Seth Curry,78
132,Terrence Ross,78
133,Tim Hardaway Jr,78
134,Troy Brown,78
135,Tyler Herro,78
136,Aron Baynes,78
137,Carmelo Anthony,78
138,Dwight Howard,78
139,Jeff Teague,78
140,Jordan Clarkson,78
141,Marcus Morris,78
142,Bobby Portis,77
143,Coby White,77
144,Dillon Brooks,77
145,Donte DiVincenzo,77
146,Elfrid Payton,77
147,Gary Trent Jr,77
148,George Hill,77
149,Jabari Parker,77
150,Jalen Brunson,77
151,Jerami Grant,77
152,Jeremy Lamb,77
153,Justise Winslow,77
154,Lonzo Ball,77
155,Malik Beasley,77
156,Markelle Fultz,77
157,Mikal Bridges,77
158,Miles Bridges,77
159,Monte Morris,77
160,Norman Powell,77
161,Patrick Mills,77
162,PJ Washington,77
163,Taj Gibson,77
164,Willie Cauley-Stein,77
165,Alec Burks,77
166,Chris Boucher,77
167,Derrick Favors,77
168,Isaiah Thomas,77
169,Jae Crowder,77
170,Joe Harris,77
171,Marc Gasol,77
172,Mason Plumlee,77
173,LaMelo Ball,77
174,Anthony Edwards,77
175,James Wiseman,77
176,Aaron Holiday,76
177,Andre Iguodala,76
178,Cameron Johnson,76
179,Danuel House,76
180,Dario Saric,76
181,Denzel Valentine,76
182,Dorian Finney-Smith,76
183,Doug McDermott,76
184,Dwight Powell,76
185,Enes Kanter,76
186,Ersan Ilyasova,76
187,Gary Harris,76
188,Ishmael Smith,76
189,Jakob Poeltl,76
190,James Johnson,76
191,Jaxson Hayes,76
192,Keldon Johnson,76
193,Kelly Olynyk,76
194,Kris Dunn,76
195,Kyle Kuzma,76
196,Marquese Chriss,76
197,Maxi Kleber,76
198,Mo Bamba,76
199,Moritz Wagner,76
200,PJ Tucker,76
201,Rajon Rondo,76
202,Rodney Hood,76
203,Thaddeus Young,76
204,Tomas Satoransky,76
205,Tyus Jones,76
206,Kendrick Nunn,76
207,Terence Davis,76
208,Alex Len,76
209,Bismack Biyombo,76
210,DJ Augustin,76
211,Gerald Green,76
212,Jahlil Okafor,76
213,Jeff Green,76
214,Michael Carter-Williams,76
215,Nerlens Noel,76
216,Reggie Jackson,76
217,Rondae Hollis-Jefferson,76
218,Shabazz Napier,76
219,Trey Burke,76
220,Danny Green,76
221,Onyeka Okongwu,76
222,Obi Toppin,76
223,Al-Farouq Aminu,75
224,Austin Rivers,75
225,Boban Marjanovic,75
226,Cedi Osman,75
227,Chandler Hutchison,75
228,Daniel Gafford,75
229,De'Andre Hunter,75
230,De'Anthony Melton,75
231,Delon Wright,75
232,Frank Kaminsky,75
233,Furkan Korkmaz,75
234,James Ennis,75
235,Josh Hart,75
236,Kentavious Caldwell-Pope,75
237,Kevin Huerter,75
238,Kevin Porter,75
239,Kyle Anderson,75
240,Malik Monk,75
241,Matisse Thybulle,75
242,Nicolo Melli,75
243,RJ Barrett,75
244,Shake Milton,75
245,TJ McConnell,75
246,Tony Bradley,75
247,Trey Lyles,75
248,Wesley Matthews,75
249,Zach Collins,75
250,Allonzo Trier,75
251,Derrick Jones,75
252,Glenn Robinson III,75
253,Harry Giles,75
254,Jamal Crawford,75
255,John Henson,75
256,Jose Juan Barea,75
257,Justin Holiday,75
258,Langston Galloway,75
259,Markieff Morris,75
260,Meyers Leonard,75
261,Pau Gasol,75
262,Willy Hernangomez,75
263,Patrick Williams,75
264,Isaac Okoro,75
265,Deni Avdija,75
266,Jae'Sean Tate,75
267,Alex Caruso,74
268,Avery Bradley,74
269,Ben McLemore,74
270,Bruce Brown,74
271,Cameron Payne,74
272,Damian Jones,74
273,Damion Lee,74
274,Darius Garland,74
275,Garrett Temple,74
276,Gorgui Dieng,74
277,Jarrett Culver,74
278,Jordan Bell,74
279,Josh Okogie,74
280,JR Smith,74
281,Juan Hernangomez,74
282,Kevon Looney,74
283,Landry Shamet,74
284,Matt Thomas,74
285,Omari Spellman,74
286,Patrick Patterson,74
287,Robert Williams,74
288,Royce O'Neale,74
289,Skal Labissiere,74
290,Timothe Luwawu,74
291,Trevor Ariza,74
292,Luguentz Dort,74
293,Bryn Forbes,74
294,Chandler Parsons,74
295,Emmanuel Mudiay,74
296,Ian Mahinmi,74
297,Ivan Rabb,74
298,Jordan McRae,74
299,Kent Bazemore,74
300,Kyle O'Quinn,74
301,Marvin Williams,74
302,Noah Vonleh,74
303,Torrey Craig,74
304,Jordan McLaughlin,74
305,Killian Hayes,74
306,Tyrese Haliburton,74
307,Devin Vassell,74
308,Precious Achiuwa,74
309,Bruno Fernando,73
310,Cam Reddish,73
311,Chimezie Metu,73
312,Cory Joseph,73
313,Dante Exum,73
314,Darius Bazley,73
315,David Nwaba,73
316,DeAndre Bembry,73
317,DeMarre Carroll,73
318,Dion Waiters,73
319,Frank Ntilikina,73
320,Georges Niang,73
321,Goga Bitadze,73
322,Jake Layman,73
323,Jerome Robinson,73
324,Lonnie Walker,73
325,Luke Kornet,73
326,Mario Hezonja,73
327,Mike Muscala,73
328,Nicolas Batum,73
329,Nicolas Claxton,73
330,Patrick McCaw,73
331,Quinn Cook,73
332,Robin Lopez,73
333,Sviatoslav Mykhailiuk,73
334,Taurean Prince,73
335,Thon Maker,73
336,Vincent Poirier,73
337,Chris Clemons,73
338,Ante Zizic,73
339,Brad Wanamaker,73
340,CJ Miles,73
341,Corey Brewer,73
342,E'Twaun Moore,73
343,Evan Turner,73
344,Isaiah Hartenstein,73
345,JaKarr Sampson,73
346,Jevon Carter,73
347,Jonah Bolden,73
348,Josh Jackson,73
349,Kyle Korver,73
350,Pat Connaughton,73
351,Raul Neto,73
352,Shaquille Harrison,73
353,Cheick Diallo,73
354,Jalen Smith,73
355,Kira Lewis,73
356,Facundo Campazzo,73
357,Anfernee Simons,72
358,Cristiano Felicio,72
359,Darius Miller,72
360,Dennis Smith,72
361,Dewayne Dedmon,72
362,Ed Davis,72
363,Grayson Allen,72
364,Isaac Bonga,72
365,JaMychal Green,72
366,Joakim Noah,72
367,Jordan Poole,72
368,Justin Jackson,72
369,Kevin Knox,72
370,Khem Birch,72
371,Luka Samanic,72
372,Mfiondu Kabengele,72
373,Mike Scott,72
374,Nassir Little,72
375,Naz Reid,72
376,Reggie Bullock,72
377,Sekou Doumbouya,72
378,Talen Horton-Tucker,72
379,Tony Snell,72
380,Tyler Zeller,72
381,Wayne Ellington,72
382,PJ Dozier,72
383,Javonte Green,72
384,Cody Martin,72
385,Anzejs Pasecniks,72
386,Allen Crabbe,72
387,Andre Roberson,72
388,Bruno Caboclo,72
389,Chris Chiozza,72
390,Damyean Dotson,72
391,Gary Clark,72
392,Gary Payton II,72
393,Iman Shumpert,72
394,Jared Dudley,72
395,Jerian Grant,72
396,Kadeem Allen,72
397,Luc Mbah a Moute,72
398,Michael Kidd-Gilchrist,72
399,Moe Harkless,72
400,Nenê,72
401,Ryan Broekhoff,72
402,Thabo Sefolosha,72
403,Tim Frazier,72
404,Tyler Johnson,72
405,Tyson Chandler,72
406,Wesley Iwundu,72
407,John Konchar,72
408,Antonio Blakeney,72
409,Jonathon Simmons,72
410,Chuma Okeke,72
411,Josh Green,72
412,Tyrese Maxey,72
413,Aaron Nesmith,72
414,Isaiah Stewart,72
415,Saddiq Bey,72
416,Cole Anthony,72
417,Aleksej Pokusevski,72
418,RJ Hampton,72
419,Jaden McDaniels,72
420,Gabriel Deck,72
421,Abdel Nader,71
422,Admiral Schofield,71
423,Alen Smailagic,71
424,Brandon Goodwin,71
425,Dylan Windler,71
426,Dzanan Musa,71
427,Edmond Sumner,71
428,Elie Okobo,71
429,Grant Williams,71
430,Jacob Evans,71
431,Justin James,71
432,Keita Bates-Diop,71
433,KZ Okpala,71
434,Nickeil Alexander-Walker,71
435,Rodions Kurucs,71
436,Rodney McGruder,71
437,Semi Ojeleye,71
438,Stanley Johnson,71
439,Terance Mann,71
440,Terrance Ferguson,71
441,TJ Leaf,71
442,Ty Jerome,71
443,Norvel Pelle,71
444,Jontay Porter,71
445,Jaylen Nowell,71
446,Ky Bowman,71
447,Anthony Tolliver,71
448,Chasson Randle,71
449,Courtney Lee,71
450,Frank Jackson,71
451,Johnathan Motley,71
452,Justin Anderson,71
453,Kenrich Williams,71
454,Marco Belinelli,71
455,Sindarius Thornwell,71
456,Solomon Hill,71
457,Sterling Brown,71
458,Treveon Graham,71
459,Troy Daniels,71
460,Yogi Ferrell,71
461,Bol Bol,71
462,Garrison Mathews,71
463,Deyonta Davis,71
464,Udoka Azubuike,71
465,Zeke Nnaji,71
466,Immanuel Quickley,71
467,Malachi Flynn,71
468,Alfonzo McKinnie,70
469,Carsen Edwards,70
470,Deonte Burton,70
471,DJ Wilson,70
472,Dwayne Bacon,70
473,Hamidou Diallo,70
474,Ignas Brazdeikis,70
475,Jarred Vanderbilt,70
476,Melvin Frazier,70
477,Romeo Langford,70
478,Ryan Anderson,70
479,Ryan Arcidiacono,70
480,Thanasis Antetokounmpo,70
481,Zhaire Smith,70
482,Dean Wade,70
483,Jalen McDaniels,70
484,Juwan Morgan,70
485,Vlatko Cancar,70
486,Isaiah Roby,70
487,Alize Johnson,70
488,Brandon Knight,70
489,Matthew Dellavedova,70
490,Udonis Haslem,70
491,Wenyen Gabriel,70
492,Wilson Chandler,70
493,Tacko Fall,70
494,DaQuan Jeffries,70
495,Donta Hall,70
496,Johnathan Williams,70
497,Jemerrio Jones,70
498,Miles Plumlee,70
499,Theo Maledon,70
500,Payton Pritchard,70
501,Desmond Bane,70
502,Charlie Brown,70
503,Justin Patton,69
504,Theo Pinson,69
505,Marko Guduric,69
506,Caleb Martin,69
507,Rayjon Tucker,69
508,Amile Jefferson,69
509,Caleb Swanigan,69
510,Cam Reynolds,69
511,Dragan Bender,69
512,Frank Mason,69
513,Henry Ellenson,69
514,Jeremy Pargo,69
515,Kostas Antetokounmpo,69
516,Malcolm Miller,69
517,Raymond Spalding,69
518,Sir'Dominic Pointer,69
519,Derrick Walton,69
520,Tremont Waters,69
521,Kyle Guy,69
522,Kenny Wooten,69
523,Devontae Cacok,69
524,Vic Law,69
525,Kelan Martin,69
526,Jaylen Hoard,69
527,Jaylen Adams,69
528,Juan Toscano-Anderson,69
529,Jalen Lecque,68
530,Khyri Thomas,68
531,Miye Oni,68
532,Dewan Hernandez,68
533,Mychal Mulder,68
534,Drew Eubanks,68
535,Michael Frazier,68
536,Naz Long,68
537,Tyrone Wallace,68
538,Yuta Watanabe,68
539,Joe Chealey,68
540,Dusty Hannahs,68
541,Malik Newman,68
542,JP Macura,68
543,Zach Norvell,68
544,Marques Bolden,68
545,Eric Mika,68
546,Josh Magette,68
547,Shamorie Ponds,68
548,Levi Randolph,68
549,Daryl Macon,68
550,Stanton Kidd,68
551,Max Strus,68
552,Adam Mokoka,68
553,Matt Mooney,68
554,Amir Coffey,68
555,Kyle Alexander,68
556,BJ Johnson,68
557,Tyler Cook,68
558,Brian Bowen,68
559,Jordan Bone,68
560,Louis King,68
561,William Howard,68
562,Quinndary Weatherspoon,68
563,Tariq Owens,68
564,Kevin Hervey,68
565,Skylar Mays,68
566,Antonius Cleveland,67
567,Robert Franks,67
568,Justin Robinson,67
569,Marial Shayok,67
570,Gabe Vincent,67
571,Justin Wright-Foreman,67
572,Jarrell Brantley,67
573,Jared Harper,67
574,Josh Reaves,67
575,Jeremiah Martin,67
576,Josh Gray,67
577,Zylan Cheatham,67
578,Oshae Brissett,67
579,Paul Watson,67
580,Devon Hall,67
581,Moses Brown,67
582,Jarrod Uthoff,67
583,KJ Martin,67
584,Kobi Simmons,66
