,name,rating
152,Robin Lopez,75
153,JaVale McGee,75
154,Donatas Motiejunas,75
155,Emmanuel Mudiay,75
156,Shabazz Muhammad,75
157,Luis Scola,75
158,Iman Shumpert,75
159,PJ Tucker,75
160,Beno Udrih,75
161,Brandan Wright,75
162,Thaddeus Young,75
163,Tony Wroten,75
164,OJ Mayo,75
165,Josh Smith,75
166,Alexis Ajinca,74
167,Leandro Barbosa,74
168,Jose Juan Barea,74
169,Brandon Bass,74
170,Trevor Booker,74
171,Willie Cauley-Stein,74
172,Boris Diaw,74
173,Gorgui Dieng,74
174,Aaron Gordon,74
175,Devin Harris,74
176,Gerald Henderson,74
177,John Henson,74
178,Ersan Ilyasova,74
179,Jarrett Jack,74
180,Cory Joseph,74
181,Alex Len,74
182,Jodie Meeks,74
183,Patrick Mills,74
184,Nikola Mirotic,74
185,Jusuf Nurkic,74
186,Kelly Olynyk,74
187,Patrick Patterson,74
188,Kristaps Porzingis,74
189,Julius Randle,74
190,Thabo Sefolosha,74
191,Marcus Smart,74
192,Lance Stephenson,74
193,Evan Turner,74
194,CJ Watson,74
195,Justise Winslow,74
196,Cody Zeller,74
197,Carl Landry,74
198,Andrea Bargnani,74
199,Al-Farouq Aminu,73
200,Chris Andersen,73
201,DJ Augustin,73
202,Matt Barnes,73
203,Will Barton,73
204,Marco Belinelli,73
205,Trey Burke,73
206,Jose Calderon,73
207,Kentavious Caldwell-Pope,73
208,Isaiah Canaan,73
209,Vince Carter,73
210,Omri Casspi,73
211,Nick Collison,73
212,Robert Covington,73
213,Mike Dunleavy,73
214,Dante Exum,73
215,Tim Hardaway Jr,73
216,Mario Hezonja,73
217,Stanley Johnson,73
218,Tyler Johnson,73
219,Frank Kaminsky,73
220,Jeremy Lamb,73
221,Zach LaVine,73
222,Shaun Livingston,73
223,Ian Mahinmi,73
224,Ben McLemore,73
225,CJ Miles,73
226,Marcus Morris,73
227,Zaza Pachulia,73
228,Austin Rivers,73
229,Terrence Ross,73
230,Myles Turner,73
231,Greivis Vasquez,73
232,Dion Waiters,73
233,Nick Young,73
234,Andre Miller,73
235,Donald Sloan,73
236,Tayshaun Prince,73
237,Thomas Robinson,73
238,Tyler Hansbrough,73
239,JJ Hickson,73
240,Mitch McGary,73
241,Cole Aldrich,72
242,Jerryd Bayless,72
243,Aron Baynes,72
244,Kent Bazemore,72
245,Bismack Biyombo,72
246,Nemanja Bjelica,72
247,Devin Booker,72
248,Festus Ezeli,72
249,Evan Fournier,72
250,Randy Foye,72
251,Langston Galloway,72
252,Justin Holiday,72
253,Rondae Hollis-Jefferson,72
254,Kris Humphries,72
255,Richard Jefferson,72
256,Jonas Jerebko,72
257,Wesley Johnson,72
258,Kosta Koufos,72
259,Meyers Leonard,72
260,Jon Leuer,72
261,Trey Lyles,72
262,Shelvin Mack,72
263,CJ McCollum,72
264,Anthony Morrow,72
265,Mike Muscala,72
266,Jameer Nelson,72
267,Kyle O'Quinn,72
268,Cameron Payne,72
269,Quincy Pondexter,72
270,Otto Porter,72
271,Andre Roberson,72
272,Brian Roberts,72
273,Mike Scott,72
274,Ramon Sessions,72
275,Jason Smith,72
276,Tony Snell,72
277,Marcus Thornton,72
278,Noah Vonleh,72
279,TJ Warren,72
280,Derrick Williams,72
281,Mario Chalmers,72
282,Caron Butler,72
283,Charlie Villanueva,72
284,Kendrick Perkins,72
285,Kevin Seraphin,72
286,Jarnell Stokes,72
287,Lavoy Allen,71
288,Justin Anderson,71
289,Kyle Anderson,71
290,Darrell Arthur,71
291,Bojan Bogdanovic,71
292,Dewayne Dedmon,71
293,Raymond Felton,71
294,Channing Frye,71
295,Udonis Haslem,71
296,Spencer Hawes,71
297,Rodney Hood,71
298,Ray McCallum,71
299,Josh McRoberts,71
300,Shabazz Napier,71
301,Kelly Oubre,71
302,Miles Plumlee,71
303,Bobby Portis,71
304,Pablo Prigioni,71
305,Kyle Singler,71
306,Garrett Temple,71
307,Jason Terry,71
308,Hollis Thompson,71
309,Marvin Williams,71
310,Kendall Marshall,71
311,Chase Budinger,71
312,Louis Amundson,71
313,Ryan Hollins,71
314,Henry Sims,71
315,Jordan Adams,70
316,Luke Babbitt,70
317,Clint Capela,70
318,Sam Dekker,70
319,Matthew Dellavedova,70
320,Spencer Dinwiddie,70
321,Wayne Ellington,70
322,James Ennis,70
323,Jeremy Evans,70
324,Alonzo Gee,70
325,Joe Ingles,70
326,TJ McConnell,70
327,KJ McDaniels,70
328,E'Twaun Moore,70
329,Raul Neto,70
330,Ishmael Smith,70
331,Lance Thomas,70
332,Anthony Tolliver,70
333,Jeff Withey,70
334,Delon Wright,70
335,Metta World Peace,70
336,Sergey Karasev,70
337,DeJuan Blair,70
338,Drew Gooden,70
339,Jason Thompson,70
340,Matt Bonner,70
341,Sonny Weems,70
342,Quincy Acy,69
343,Cliff Alexander,69
344,Alan Anderson,69
345,Anthony Bennett,69
346,Tarik Black,69
347,Dante Cunningham,69
348,Tim Frazier,69
349,Archie Goodwin,69
350,Jerami Grant,69
351,Jerian Grant,69
352,Montrezl Harrell,69
353,Marcelo Huertas,69
354,James Jones,69
355,Tyus Jones,69
356,Joffrey Lauvergne,69
357,Kevon Looney,69
358,Boban Marjanovic,69
359,Luc Mbah a Moute,69
360,Adreian Payne,69
361,Ronnie Price,69
362,Terry Rozier,69
363,JaKarr Sampson,69
364,Jonathon Simmons,69
365,Nik Stauskas,69
366,Mirza Teletovic,69
367,Rashad Vaughn,69
368,Sasha Vujacic,69
369,Perry Jones,69
370,Robert Sacre,69
371,PJ Hairston,69
372,Cory Jefferson,69
373,Damien Inglis,69
374,Furkan Aldemir,69
375,Sasha Kaun,69
376,Tibor Pleiss,69
377,Anthony Brown,68
378,Moe Harkless,68
379,Darrun Hilliard,68
380,Nikola Jokic,68
381,Doug McDermott,68
382,Jordan McRae,68
383,Salah Mejri,68
384,Jordan Mickey,68
385,Mike Miller,68
386,Larry Nance Jr,68
387,Andrew Nicholson,68
388,Lucas Nogueira,68
389,Dwight Powell,68
390,Norman Powell,68
391,Willie Reed,68
392,Damjan Rudez,68
393,James Young,68
394,Joseph Young,68
395,Steve Blake,68
396,Chuck Hayes,68
397,Phil Pressey,68
398,Cleanthony Early,68
399,Lamar Patterson,68
400,Michael Beasley,67
401,Reggie Bullock,67
402,Pat Connaughton,67
403,Allen Crabbe,67
404,Seth Curry,67
405,Troy Daniels,67
406,Tyler Ennis,67
407,JaMychal Green,67
408,Joe Harris,67
409,Richaun Holmes,67
410,RJ Hunter,67
411,John Jenkins,67
412,Jarell Martin,67
413,James Michael McAdoo,67
414,Chris McCullough,67
415,Glenn Robinson III,67
416,CJ Wilcox,67
417,Alan Williams,67
418,Christian Wood,67
419,Maurice Ndour,67
420,Jimmer Fredette,67
421,Martell Webster,67
422,Chris Copeland,67
423,Russ Smith,67
424,Devyn Marble,67
425,Shayne Whittington,67
426,Ian Clark,66
427,Cristiano Felicio,66
428,Aaron Harrison,66
429,Steve Novak,66
430,Josh Richardson,66
431,Elliot Williams,66
432,Quincy Miller,66
433,Christapher Johnson,66
434,Joel Anthony,66
435,Ryan Kelly,66
436,Branden Dawson,66
437,Bruno Caboclo,65
438,Rakeem Christmas,65
439,Jarell Eddie,65
440,Gary Harris,65
441,Josh Huestis,65
442,Luis Montero,65
443,Eric Moreland,65
444,Brandon Rush,65
445,Walter Tavares,65
446,Erick Green,65
447,Chris Babb,65
448,Johnny O'Bryant,64
449,Duje Dukan,63
450,Sean Kilpatrick,62
