,name,rating
263,Ty Jerome,75
264,Chuma Okeke,75
265,Josh Giddey,75
266,Patrick Williams,75
267,Deni Avdija,75
268,Precious Achiuwa,75
269,Jaden McDaniels,75
270,Saben Lee,75
271,Jonathan Kuminga,75
272,Juan Toscano-Anderson,75
273,Elfrid Payton,74
274,Justise Winslow,74
275,Jahlil Okafor,74
276,Moritz Wagner,74
277,PJ Tucker,74
278,Terence Davis,74
279,Austin Rivers,74
280,Boban Marjanovic,74
281,Derrick Jones,74
282,Kentavious Caldwell-Pope,74
283,Tony Bradley,74
284,Gorgui Dieng,74
285,Josh Okogie,74
286,Kent Bazemore,74
287,Trevor Ariza,74
288,Chimezie Metu,74
289,Goga Bitadze,74
290,Mike Muscala,74
291,Taurean Prince,74
292,Dewayne Dedmon,74
293,Reggie Bullock,74
294,John Konchar,74
295,Frank Jackson,74
296,Kenrich Williams,74
297,Jaylen Nowell,74
298,Alize Johnson,74
299,Jalen McDaniels,74
300,Isaiah Roby,74
301,Drew Eubanks,74
302,Yuta Watanabe,74
303,Franz Wagner,74
304,Theo Maledon,74
305,Isaac Okoro,74
306,Onyeka Okongwu,74
307,James Bouknight,74
308,Devin Vassell,74
309,Aleksej Pokusevski,74
310,Gabriel Deck,74
311,Corey Kispert,74
312,Marquese Chriss,74
313,Sviatoslav Mykhailiuk,74
314,Jabari Parker,73
315,Aaron Holiday,73
316,Andre Iguodala,73
317,DJ Augustin,73
318,Gary Harris,73
319,Ishmael Smith,73
320,James Johnson,73
321,Justin Holiday,73
322,Trey Lyles,73
323,Zach Collins,73
324,Damion Lee,73
325,Kevon Looney,73
326,Landry Shamet,73
327,Georges Niang,73
328,Jevon Carter,73
329,Pat Connaughton,73
330,Nassir Little,73
331,Dylan Windler,73
332,Rodney McGruder,73
333,Semi Ojeleye,73
334,Max Strus,73
335,Jordan Nwora,73
336,Keon Johnson,73
337,Jalen Johnson,73
338,RJ Hampton,73
339,Malachi Flynn,73
340,Chris Duarte,73
341,Alperen Sengun,73
342,Moses Moody,73
343,Anthony Gill,73
344,Danuel House,72
345,Michael Carter-Williams,72
346,Rodney Hood,72
347,Cedi Osman,72
348,Markieff Morris,72
349,Garrett Temple,72
350,Jarrett Culver,72
351,DeAndre Bembry,72
352,Jake Layman,72
353,Chris Chiozza,72
354,Gary Payton II,72
355,Kevin Knox,72
356,Moe Harkless,72
357,PJ Dozier,72
358,Javonte Green,72
359,Cody Martin,72
360,Sterling Brown,72
361,Dean Wade,72
362,Kelan Martin,72
363,Mychal Mulder,72
364,Usman Garuba,72
365,Paul Reed,72
366,Aaron Nesmith,72
367,Ziaire Williams,72
368,Omer Yurtseven,72
369,Kai Jones,72
370,Vernon Carey,72
371,Zeke Nnaji,72
372,Kira Lewis,72
373,Isaiah Jackson,72
374,Naji Marshall,72
375,Trey Murphy,72
376,Tre Mann,72
377,Dennis Smith,72
378,Keita Bates-Diop,72
379,Troy Brown,71
380,Al-Farouq Aminu,71
381,Ben McLemore,71
382,Damian Jones,71
383,Matt Thomas,71
384,Bruno Fernando,71
385,Luka Samanic,71
386,Sekou Doumbouya,71
387,Wesley Iwundu,71
388,Bol Bol,71
389,Thanasis Antetokounmpo,71
390,Josh Green,71
391,Killian Hayes,71
392,Isaiah Joe,71
393,Jaden Springer,71
394,Lamar Stevens,71
395,Daniel Oturu,71
396,Sam Merrill,71
397,Skylar Mays,71
398,Jalen Smith,71
399,Quentin Grimes,71
400,Luca Vildoza,71
401,Cam Thomas,71
402,Day'Ron Sharpe,71
403,Freddie Gillespie,71
404,Tre Jones,71
405,Nathan Knight,71
406,Chandler Hutchison,71
407,Harry Giles,71
408,Tacko Fall,71
409,Bones Hyland,71
410,Josh Primo,71
411,Leandro Bolmaro,71
412,Damyean Dotson,70
413,Isaac Bonga,70
414,Mfiondu Kabengele,70
415,Grant Williams,70
416,KZ Okpala,70
417,Solomon Hill,70
418,Carsen Edwards,70
419,Udonis Haslem,70
420,Wenyen Gabriel,70
421,Vlatko Cancar,70
422,Miye Oni,70
423,Gabe Vincent,70
424,Jarrell Brantley,70
425,Elijah Bryant,70
426,Marko Simonovic,70
427,Ayo Dosunmu,70
428,Jason Preston,70
429,JT Thor,70
430,Udoka Azubuike,70
431,Jared Butler,70
432,Robert Woodard,70
433,Jahmi'us Ramsey,70
434,Miles McBride,70
435,Tyrell Terry,70
436,Josh Christopher,70
437,Jeremiah Robinson-Earl,70
438,Isaiah Todd,70
439,Santi Aldama,70
440,Herb Jones,70
441,Ignas Brazdeikis,69
442,Romeo Langford,69
443,Khyri Thomas,69
444,Grant Riller,69
445,Mamadi Diakite,69
446,Devon Dotson,69
447,Killian Tillie,69
448,Nick Richards,69
449,Elijah Hughes,69
450,Trent Forrest,69
451,Dalano Banton,69
452,Greg Brown,69
453,Charlie Brown,69
454,BJ Boston,69
455,Isaiah Livers,69
456,Cassius Winston,69
457,Didi Louzada,68
458,CJ Elleby,68
459,Louis King,68
460,Anthony Lamb,68
461,Markus Howard,67
462,Jay Scrubb,67
463,Josh Hall,66
