,name,rating
414,Kay Felder,69
415,Darrun Hilliard,69
416,Danuel House,69
417,Josh Huestis,69
418,Jake Layman,69
419,James Michael McAdoo,69
420,Chris McCullough,69
421,KJ McDaniels,69
422,Josh McRoberts,69
423,Royce O'Neale,69
424,Chinanu Onuaku,69
425,Gary Payton II,69
426,Ronnie Price,69
427,Zhou Qi,69
428,Chasson Randle,69
429,Davon Reed,69
430,JaKarr Sampson,69
431,Walter Tavares,69
432,Jason Terry,69
433,Fred VanVleet,69
434,Okaro White,69
435,Rade Zagorac,69
436,Ron Baker,68
437,Dillon Brooks,68
438,Sterling Brown,68
439,Nicolas Brussino,68
440,Thomas Bryant,68
441,Reggie Bullock,68
442,Tyler Dorsey,68
443,AJ Hammons,68
444,Demetrius Jackson,68
445,Maxi Kleber,68
446,Abdel Nader,68
447,Andrew Nicholson,68
448,Kyle O'Quinn,68
449,Marshall Plumlee,68
450,Isaiah Taylor,68
451,Sindarius Thornwell,68
452,MarShon Brooks,67
453,Bruno Caboclo,67
454,Jarell Eddie,67
455,Marcus Georges-Hunt,67
456,Tim Quarterman,67
457,Kyle Singler,67
458,CJ Wilcox,67
459,Stephen Zimmerman,67
460,Jack Cooley,66
461,John Holland,66
462,Georges Niang,66
463,Daniel Ochefu,66
464,Travis Wear,66
465,Dwight Buycks,65
466,Tyler Cavanaugh,65
467,RJ Hunter,65
468,Luis Montero,65
469,Eric Moreland,65
