,name,rating
197,Daniel Theis,76
198,Isaiah Thomas,76
199,Dion Waiters,76
200,Marvin Williams,76
201,Delon Wright,76
202,Coby White,76
203,Pau Gasol,75
204,Aron Baynes,75
205,Kent Bazemore,75
206,Marco Belinelli,75
207,Bismack Biyombo,75
208,Mikal Bridges,75
209,Wilson Chandler,75
210,Damyean Dotson,75
211,Kris Dunn,75
212,Wayne Ellington,75
213,Bryn Forbes,75
214,Josh Hart,75
215,John Henson,75
216,Mario Hezonja,75
217,George Hill,75
218,Rondae Hollis-Jefferson,75
219,Richaun Holmes,75
220,James Johnson,75
221,Luke Kennard,75
222,Kyle Korver,75
223,Rodions Kurucs,75
224,Jake Layman,75
225,Robin Lopez,75
226,Trey Lyles,75
227,Boban Marjanovic,75
228,TJ McConnell,75
229,Patrick Mills,75
230,Malik Monk,75
231,Markieff Morris,75
232,Shabazz Napier,75
233,Cedi Osman,75
234,Tomas Satoransky,75
235,Mike Scott,75
236,Noah Vonleh,75
237,Allonzo Trier,75
238,Juan Hernangomez,74
239,Kyle Anderson,74
240,Jordan Bell,74
241,Khem Birch,74
242,Dillon Brooks,74
243,Reggie Bullock,74
244,Zach Collins,74
245,Pat Connaughton,74
246,Quinn Cook,74
247,Torrey Craig,74
248,Seth Curry,74
249,Cheick Diallo,74
250,Yogi Ferrell,74
251,Markelle Fultz,74
252,Harry Giles,74
253,Moe Harkless,74
254,Justin Jackson,74
255,Tyler Johnson,74
256,Derrick Jones,74
257,Cory Joseph,74
258,Maxi Kleber,74
259,TJ Leaf,74
260,Doug McDermott,74
261,E'Twaun Moore,74
262,Joakim Noah,74
263,Kyle O'Quinn,74
264,Chandler Parsons,74
265,Norman Powell,74
266,Ivan Rabb,74
267,Glenn Robinson III,74
268,Denzel Valentine,74
269,Robert Williams,74
270,Christian Wood,74
271,Jaxson Hayes,74
272,Rui Hachimura,74
273,OG Anunoby,73
274,Dwayne Bacon,73
275,DeAndre Bembry,73
276,Jonah Bolden,73
277,Sterling Brown,73
278,Bruce Brown,73
279,Troy Brown,73
280,Alec Burks,73
281,Alex Caruso,73
282,Tyson Chandler,73
283,Allen Crabbe,73
284,Matthew Dellavedova,73
285,James Ennis,73
286,Dorian Finney-Smith,73
287,Shaquille Harrison,73
288,Aaron Holiday,73
289,Danuel House,73
290,Stanley Johnson,73
291,Tyus Jones,73
292,Furkan Korkmaz,73
293,Ian Mahinmi,73
294,CJ Miles,73
295,Mike Muscala,73
296,Frank Ntilikina,73
297,David Nwaba,73
298,Royce O'Neale,73
299,Semi Ojeleye,73
300,Josh Okogie,73
301,Jonathon Simmons,73
302,Ishmael Smith,73
303,Tony Snell,73
304,Omari Spellman,73
305,Garrett Temple,73
306,Evan Turner,73
307,Lonnie Walker,73
308,Brad Wanamaker,73
309,Ante Zizic,73
310,Tyler Herro,73
311,Vincent Poirier,73
312,Sekou Doumbouya,73
313,Brandon Clarke,73
314,Nicolo Melli,73
315,Nassir Little,73
316,Grayson Allen,72
317,Antonio Blakeney,72
318,Michael Carter-Williams,72
319,Troy Daniels,72
320,Donte DiVincenzo,72
321,Jared Dudley,72
322,Cristiano Felicio,72
323,Tim Frazier,72
324,Langston Galloway,72
325,Justin Holiday,72
326,Chandler Hutchison,72
327,Wesley Iwundu,72
328,Brandon Knight,72
329,Courtney Lee,72
330,Thon Maker,72
331,Patrick McCaw,72
332,Rodney McGruder,72
333,Darius Miller,72
334,Raul Neto,72
335,Georges Niang,72
336,Cameron Payne,72
337,Anfernee Simons,72
338,Zhaire Smith,72
339,Anthony Tolliver,72
340,DJ Wilson,72
341,Alfonzo McKinnie,72
342,Romeo Langford,72
343,Grant Williams,72
344,Nicolas Claxton,72
345,PJ Washington,72
346,Ryan Arcidiacono,72
347,Kevin Porter,72
348,Ryan Broekhoff,72
349,Goga Bitadze,72
350,De'Anthony Melton,72
351,Kenrich Williams,72
352,Nickeil Alexander-Walker,72
353,Chuma Okeke,72
354,Matisse Thybulle,72
355,Cameron Johnson,72
356,Ty Jerome,72
357,Luka Samanic,72
358,Keldon Johnson,72
359,Matt Thomas,72
360,Chris Boucher,71
361,Jevon Carter,71
362,Deyonta Davis,71
363,Jacob Evans,71
364,Terrance Ferguson,71
365,Daniel Gafford,71
366,Treveon Graham,71
367,Frank Jackson,71
368,Luke Kornet,71
369,Frank Mason,71
370,Ben McLemore,71
371,Dzanan Musa,71
372,Elie Okobo,71
373,Jerome Robinson,71
374,JaKarr Sampson,71
375,Edmond Sumner,71
376,Gary Trent Jr,71
377,Moritz Wagner,71
378,Admiral Schofield,71
379,Bruno Fernando,71
380,Alen Smailagic,71
381,Eric Paschall,71
382,Carsen Edwards,71
383,KZ Okpala,71
384,Shake Milton,71
385,Chimezie Metu,71
386,Keita Bates-Diop,70
387,Darius Bazley,70
388,Tony Bradley,70
389,Hamidou Diallo,70
390,Melvin Frazier,70
391,Solomon Hill,70
392,Alize Johnson,70
393,Skal Labissiere,70
394,Tyler Lydon,70
395,Sviatoslav Mykhailiuk,70
396,Johnathan Motley,70
397,Abdel Nader,70
398,Miles Plumlee,70
399,Caleb Swanigan,70
400,Jarred Vanderbilt,70
401,Jemerrio Jones,70
402,Jordan Poole,70
403,Talen Horton-Tucker,70
404,Yante Maten,70
405,Thanasis Antetokounmpo,70
406,Naz Reid,70
407,Ignas Brazdeikis,70
408,Deonte Burton,70
409,Justin James,70
410,Henry Ellenson,69
411,Devonte Graham,69
412,Amile Jefferson,69
413,Khyri Thomas,69
414,Theo Pinson,69
415,Gary Clark,69
416,Terance Mann,69
417,Cam Reynolds,69
418,Tyrone Wallace,69
419,Miye Oni,69
420,Malcolm Miller,69
421,Isaac Bonga,68
422,Isaiah Hartenstein,68
423,Jordan McRae,68
424,Brandon Goodwin,68
425,Michael Frazier,68
426,Kostas Antetokounmpo,68
427,Jalen Lecque,68
428,Duncan Robinson,67
